Country Name,Country Code,Series,Series Code,mrv
Mexico,MEX,"Population, female",SP.POP.TOTL.FE.IN,65172000
"Micronesia, Fed. Sts.",FSM,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,2022
"Micronesia, Fed. Sts.",FSM,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,1884
"Micronesia, Fed. Sts.",FSM,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,6633
"Micronesia, Fed. Sts.",FSM,"Enrolment in primary education, male (number)",UIS.E.1.M,7186
"Micronesia, Fed. Sts.",FSM,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,4180
"Micronesia, Fed. Sts.",FSM,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,3937
"Micronesia, Fed. Sts.",FSM,"Population, male",SP.POP.TOTL.MA.IN,58000
"Micronesia, Fed. Sts.",FSM,"Population, female",SP.POP.TOTL.FE.IN,56000
Moldova,MDA,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,76570
Moldova,MDA,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,82857
Moldova,MDA,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,66623
Moldova,MDA,"Enrolment in primary education, male (number)",UIS.E.1.M,72989
Moldova,MDA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,33400
Moldova,MDA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,31321
Moldova,MDA,"Population, male",SP.POP.TOTL.MA.IN,1695000
Moldova,MDA,"Population, female",SP.POP.TOTL.FE.IN,1841000
Monaco,MCO,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,923
Monaco,MCO,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,930
Monaco,MCO,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1004
Monaco,MCO,"Enrolment in primary education, male (number)",UIS.E.1.M,967
Monaco,MCO,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,798
Monaco,MCO,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,741
Monaco,MCO,"Population, male",SP.POP.TOTL.MA.IN,..
Monaco,MCO,"Population, female",SP.POP.TOTL.FE.IN,..
Mongolia,MNG,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,88371
Mongolia,MNG,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,91481
Mongolia,MNG,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,151921
Mongolia,MNG,"Enrolment in primary education, male (number)",UIS.E.1.M,159142
Mongolia,MNG,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,60347
Mongolia,MNG,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,62980
Mongolia,MNG,"Population, male",SP.POP.TOTL.MA.IN,1590000
Mongolia,MNG,"Population, female",SP.POP.TOTL.FE.IN,1635000
Montenegro,MNE,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,13771
Montenegro,MNE,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,14954
Montenegro,MNE,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,18654
Montenegro,MNE,"Enrolment in primary education, male (number)",UIS.E.1.M,20431
Montenegro,MNE,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,14578
Montenegro,MNE,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,13593
Montenegro,MNE,"Population, male",SP.POP.TOTL.MA.IN,308000
Montenegro,MNE,"Population, female",SP.POP.TOTL.FE.IN,315000
Morocco,MAR,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,829814
Morocco,MAR,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,981525
Morocco,MAR,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2117180
Morocco,MAR,"Enrolment in primary education, male (number)",UIS.E.1.M,2315049
Morocco,MAR,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,567056
Morocco,MAR,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,542396
Morocco,MAR,"Population, male",SP.POP.TOTL.MA.IN,18093000
Morocco,MAR,"Population, female",SP.POP.TOTL.FE.IN,18379000
Mozambique,MOZ,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,394686
Mozambique,MOZ,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,416326
Mozambique,MOZ,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3346262
Mozambique,MOZ,"Enrolment in primary education, male (number)",UIS.E.1.M,3594602
Mozambique,MOZ,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,221947
Mozambique,MOZ,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,183255
Mozambique,MOZ,"Population, male",SP.POP.TOTL.MA.IN,14746000
Mozambique,MOZ,"Population, female",SP.POP.TOTL.FE.IN,15620000
Myanmar,MMR,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,1561032
Myanmar,MMR,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,1497700
Myanmar,MMR,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2573541
Myanmar,MMR,"Enrolment in primary education, male (number)",UIS.E.1.M,2726224
Myanmar,MMR,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,515971
Myanmar,MMR,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,612039
Myanmar,MMR,"Population, male",SP.POP.TOTL.MA.IN,26045000
Myanmar,MMR,"Population, female",SP.POP.TOTL.FE.IN,28001000
Namibia,NAM,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,80240
Namibia,NAM,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,75113
Namibia,NAM,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,241510
Namibia,NAM,"Enrolment in primary education, male (number)",UIS.E.1.M,249209
Namibia,NAM,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,15622
Namibia,NAM,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,18092
Namibia,NAM,"Population, male",SP.POP.TOTL.MA.IN,1209000
Namibia,NAM,"Population, female",SP.POP.TOTL.FE.IN,1286000
Nauru,NRU,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,425
Nauru,NRU,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,376
Nauru,NRU,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,917
Nauru,NRU,"Enrolment in primary education, male (number)",UIS.E.1.M,939
Nauru,NRU,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,216
Nauru,NRU,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,186
Nauru,NRU,"Population, male",SP.POP.TOTL.MA.IN,..
Nauru,NRU,"Population, female",SP.POP.TOTL.FE.IN,..
Nepal,NPL,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,943410
Nepal,NPL,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,923306
Nepal,NPL,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2009314
Nepal,NPL,"Enrolment in primary education, male (number)",UIS.E.1.M,1960702
Nepal,NPL,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,759022
Nepal,NPL,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,838025
Nepal,NPL,"Population, male",SP.POP.TOTL.MA.IN,13047000
Nepal,NPL,"Population, female",SP.POP.TOTL.FE.IN,15562000
Netherlands,NLD,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,381831
Netherlands,NLD,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,420496
Netherlands,NLD,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,571172
Netherlands,NLD,"Enrolment in primary education, male (number)",UIS.E.1.M,603846
Netherlands,NLD,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,413216
Netherlands,NLD,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,416943
Netherlands,NLD,"Population, male",SP.POP.TOTL.MA.IN,8606000
Netherlands,NLD,"Population, female",SP.POP.TOTL.FE.IN,8674000
New Caledonia,NCL,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,..
New Caledonia,NCL,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,..
New Caledonia,NCL,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,10780
New Caledonia,NCL,"Enrolment in primary education, male (number)",UIS.E.1.M,11545
New Caledonia,NCL,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,..
New Caledonia,NCL,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,..
New Caledonia,NCL,"Population, male",SP.POP.TOTL.MA.IN,145000
New Caledonia,NCL,"Population, female",SP.POP.TOTL.FE.IN,143000
New Zealand,NZL,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,123624
New Zealand,NZL,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,130295
New Zealand,NZL,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,189086
New Zealand,NZL,"Enrolment in primary education, male (number)",UIS.E.1.M,199193
New Zealand,NZL,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,112914.26066
New Zealand,NZL,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,123065.44657
New Zealand,NZL,"Population, male",SP.POP.TOTL.MA.IN,2423000
New Zealand,NZL,"Population, female",SP.POP.TOTL.FE.IN,2506000
Nicaragua,NIC,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,160682
Nicaragua,NIC,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,158857
Nicaragua,NIC,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,447764
Nicaragua,NIC,"Enrolment in primary education, male (number)",UIS.E.1.M,475981
Nicaragua,NIC,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,65811
Nicaragua,NIC,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,79851
Nicaragua,NIC,"Population, male",SP.POP.TOTL.MA.IN,3226000
Nicaragua,NIC,"Population, female",SP.POP.TOTL.FE.IN,3320000
Niger,NER,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,273237
Niger,NER,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,369257
Niger,NER,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1224487
Niger,NER,"Enrolment in primary education, male (number)",UIS.E.1.M,1442261
Niger,NER,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,87590
Niger,NER,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,56498
Niger,NER,"Population, male",SP.POP.TOTL.MA.IN,11714000
Niger,NER,"Population, female",SP.POP.TOTL.FE.IN,11596000
Nigeria,NGA,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,2745941
Nigeria,NGA,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,3093546
Nigeria,NGA,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,12155241
Nigeria,NGA,"Enrolment in primary education, male (number)",UIS.E.1.M,13435940
Nigeria,NGA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,2417192
Nigeria,NGA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,2058117
Nigeria,NGA,"Population, male",SP.POP.TOTL.MA.IN,101832000
Nigeria,NGA,"Population, female",SP.POP.TOTL.FE.IN,99132000
North Macedonia,MKD,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,40634
North Macedonia,MKD,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,43237
North Macedonia,MKD,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,52974
North Macedonia,MKD,"Enrolment in primary education, male (number)",UIS.E.1.M,56844
North Macedonia,MKD,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,37818
North Macedonia,MKD,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,34126
North Macedonia,MKD,"Population, male",SP.POP.TOTL.MA.IN,1042000
North Macedonia,MKD,"Population, female",SP.POP.TOTL.FE.IN,1041000
Northern Mariana Islands,MNP,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,..
Northern Mariana Islands,MNP,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,..
Northern Mariana Islands,MNP,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,..
Northern Mariana Islands,MNP,"Enrolment in primary education, male (number)",UIS.E.1.M,..
Northern Mariana Islands,MNP,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,..
Northern Mariana Islands,MNP,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,..
Northern Mariana Islands,MNP,"Population, male",SP.POP.TOTL.MA.IN,..
Northern Mariana Islands,MNP,"Population, female",SP.POP.TOTL.FE.IN,..
Norway,NOR,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,94917
Norway,NOR,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,100564
Norway,NOR,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,217914
Norway,NOR,"Enrolment in primary education, male (number)",UIS.E.1.M,229441
Norway,NOR,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,134588
Norway,NOR,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,119261
Norway,NOR,"Population, male",SP.POP.TOTL.MA.IN,2712000
Norway,NOR,"Population, female",SP.POP.TOTL.FE.IN,2657000
Oman,OMN,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,166910
Oman,OMN,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,176923
Oman,OMN,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,145370
Oman,OMN,"Enrolment in primary education, male (number)",UIS.E.1.M,144675
Oman,OMN,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,47495
Oman,OMN,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,45250
Oman,OMN,"Population, male",SP.POP.TOTL.MA.IN,3284000
Oman,OMN,"Population, female",SP.POP.TOTL.FE.IN,1691000
Pakistan,PAK,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,3465087
Pakistan,PAK,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,4226007
Pakistan,PAK,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,10464369
Pakistan,PAK,"Enrolment in primary education, male (number)",UIS.E.1.M,13093355
Pakistan,PAK,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,3459480
Pakistan,PAK,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,2706971
Pakistan,PAK,"Population, male",SP.POP.TOTL.MA.IN,111448000
Pakistan,PAK,"Population, female",SP.POP.TOTL.FE.IN,105118000
Palau,PLW,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,236
Palau,PLW,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,251
Palau,PLW,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,749
Palau,PLW,"Enrolment in primary education, male (number)",UIS.E.1.M,890
Palau,PLW,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,559
Palau,PLW,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,558
Palau,PLW,"Population, male",SP.POP.TOTL.MA.IN,..
Palau,PLW,"Population, female",SP.POP.TOTL.FE.IN,..
Panama,PAN,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,99161
Panama,PAN,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,101773
Panama,PAN,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,202660
Panama,PAN,"Enrolment in primary education, male (number)",UIS.E.1.M,216192
Panama,PAN,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,58209
Panama,PAN,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,63770
Panama,PAN,"Population, male",SP.POP.TOTL.MA.IN,2126000
Panama,PAN,"Population, female",SP.POP.TOTL.FE.IN,2120000
Papua New Guinea,PNG,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,117392
Papua New Guinea,PNG,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,152339
Papua New Guinea,PNG,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,588562
Papua New Guinea,PNG,"Enrolment in primary education, male (number)",UIS.E.1.M,686523
Papua New Guinea,PNG,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,148620
Papua New Guinea,PNG,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,88927
Papua New Guinea,PNG,"Population, male",SP.POP.TOTL.MA.IN,4480000
Papua New Guinea,PNG,"Population, female",SP.POP.TOTL.FE.IN,4296000
Paraguay,PRY,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,163000
Paraguay,PRY,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,165500
Paraguay,PRY,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,350285
Paraguay,PRY,"Enrolment in primary education, male (number)",UIS.E.1.M,377078
Paraguay,PRY,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,137949
Paraguay,PRY,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,144859
Paraguay,PRY,"Population, male",SP.POP.TOTL.MA.IN,3581000
Paraguay,PRY,"Population, female",SP.POP.TOTL.FE.IN,3464000
Peru,PER,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,865710
Peru,PER,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,905294
Peru,PER,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1826267
Peru,PER,"Enrolment in primary education, male (number)",UIS.E.1.M,1888863
Peru,PER,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,533917
Peru,PER,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,520867
Peru,PER,"Population, male",SP.POP.TOTL.MA.IN,16148000
Peru,PER,"Population, female",SP.POP.TOTL.FE.IN,16362000
Philippines,PHL,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,3937583
Philippines,PHL,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,3889211
Philippines,PHL,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,6429301
Philippines,PHL,"Enrolment in primary education, male (number)",UIS.E.1.M,6989540
Philippines,PHL,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1287842
Philippines,PHL,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1447841
Philippines,PHL,"Population, male",SP.POP.TOTL.MA.IN,54316000
Philippines,PHL,"Population, female",SP.POP.TOTL.FE.IN,53801000
Poland,POL,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,536110
Poland,POL,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,566551
Poland,POL,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1103020
Poland,POL,"Enrolment in primary education, male (number)",UIS.E.1.M,1174463
Poland,POL,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,671825
Poland,POL,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,617867
Poland,POL,"Population, male",SP.POP.TOTL.MA.IN,18364000
Poland,POL,"Population, female",SP.POP.TOTL.FE.IN,19531000
Portugal,PRT,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,176486
Portugal,PRT,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,189558
Portugal,PRT,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,300441
Portugal,PRT,"Enrolment in primary education, male (number)",UIS.E.1.M,321219
Portugal,PRT,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,202447
Portugal,PRT,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,198603
Portugal,PRT,"Population, male",SP.POP.TOTL.MA.IN,4842000
Portugal,PRT,"Population, female",SP.POP.TOTL.FE.IN,5395000
Puerto Rico,PRI,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,53436
Puerto Rico,PRI,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,56175
Puerto Rico,PRI,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,101035
Puerto Rico,PRI,"Enrolment in primary education, male (number)",UIS.E.1.M,107509
Puerto Rico,PRI,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,54258
Puerto Rico,PRI,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,55054
Puerto Rico,PRI,"Population, male",SP.POP.TOTL.MA.IN,1513000
Puerto Rico,PRI,"Population, female",SP.POP.TOTL.FE.IN,1676000
Qatar,QAT,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,30422
Qatar,QAT,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,31750
Qatar,QAT,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,78020
Qatar,QAT,"Enrolment in primary education, male (number)",UIS.E.1.M,81089
Qatar,QAT,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,28640
Qatar,QAT,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,26557
Qatar,QAT,"Population, male",SP.POP.TOTL.MA.IN,2134000
Qatar,QAT,"Population, female",SP.POP.TOTL.FE.IN,699000
Romania,ROU,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,350885
Romania,ROU,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,379152
Romania,ROU,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,458681
Romania,ROU,"Enrolment in primary education, male (number)",UIS.E.1.M,489250
Romania,ROU,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,369625
Romania,ROU,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,358286
Romania,ROU,"Population, male",SP.POP.TOTL.MA.IN,9415000
Romania,ROU,"Population, female",SP.POP.TOTL.FE.IN,9943000
Russian Federation,RUS,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,3574896
Russian Federation,RUS,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,3779388
Russian Federation,RUS,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3361128
Russian Federation,RUS,"Enrolment in primary education, male (number)",UIS.E.1.M,3566852
Russian Federation,RUS,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1536735
Russian Federation,RUS,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1351385
Russian Federation,RUS,"Population, male",SP.POP.TOTL.MA.IN,66906000
Russian Federation,RUS,"Population, female",SP.POP.TOTL.FE.IN,77463000
Rwanda,RWA,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,261223
Rwanda,RWA,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,219915
Rwanda,RWA,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1243469
Rwanda,RWA,"Enrolment in primary education, male (number)",UIS.E.1.M,1268996
Rwanda,RWA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,121776
Rwanda,RWA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,129190
Rwanda,RWA,"Population, male",SP.POP.TOTL.MA.IN,6206000
Rwanda,RWA,"Population, female",SP.POP.TOTL.FE.IN,6421000
Samoa,WSM,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,4757
Samoa,WSM,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,4948
Samoa,WSM,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,16355
Samoa,WSM,"Enrolment in primary education, male (number)",UIS.E.1.M,17486
Samoa,WSM,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,7969
Samoa,WSM,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,8556
Samoa,WSM,"Population, male",SP.POP.TOTL.MA.IN,102000
Samoa,WSM,"Population, female",SP.POP.TOTL.FE.IN,95000
San Marino,SMR,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,451
San Marino,SMR,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,521
San Marino,SMR,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,819
San Marino,SMR,"Enrolment in primary education, male (number)",UIS.E.1.M,834
San Marino,SMR,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,386
San Marino,SMR,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,316
San Marino,SMR,"Population, male",SP.POP.TOTL.MA.IN,..
San Marino,SMR,"Population, female",SP.POP.TOTL.FE.IN,..
Sao Tome and Principe,STP,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,8565
Sao Tome and Principe,STP,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,7869
Sao Tome and Principe,STP,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,18093
Sao Tome and Principe,STP,"Enrolment in primary education, male (number)",UIS.E.1.M,19079
Sao Tome and Principe,STP,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,4257
Sao Tome and Principe,STP,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,5184
Sao Tome and Principe,STP,"Population, male",SP.POP.TOTL.MA.IN,108000
Sao Tome and Principe,STP,"Population, female",SP.POP.TOTL.FE.IN,107000
Saudi Arabia,SAU,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,755328
Saudi Arabia,SAU,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,800664
Saudi Arabia,SAU,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1679409
Saudi Arabia,SAU,"Enrolment in primary education, male (number)",UIS.E.1.M,1711180
Saudi Arabia,SAU,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,887518
Saudi Arabia,SAU,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,715848
Saudi Arabia,SAU,"Population, male",SP.POP.TOTL.MA.IN,19784000
Saudi Arabia,SAU,"Population, female",SP.POP.TOTL.FE.IN,14485000
Senegal,SEN,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,423428
Senegal,SEN,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,366875
Senegal,SEN,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1144547
Senegal,SEN,"Enrolment in primary education, male (number)",UIS.E.1.M,1027420
Senegal,SEN,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,177695
Senegal,SEN,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,181846
Senegal,SEN,"Population, male",SP.POP.TOTL.MA.IN,7946000
Senegal,SEN,"Population, female",SP.POP.TOTL.FE.IN,8350000
Serbia,SRB,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,133243
Serbia,SRB,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,141414
Serbia,SRB,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,127746
Serbia,SRB,"Enrolment in primary education, male (number)",UIS.E.1.M,136448
Serbia,SRB,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,128759
Serbia,SRB,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,125342
Serbia,SRB,"Population, male",SP.POP.TOTL.MA.IN,3407000
Serbia,SRB,"Population, female",SP.POP.TOTL.FE.IN,3548000
Seychelles,SYC,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,2167
Seychelles,SYC,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,2235
Seychelles,SYC,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4678
Seychelles,SYC,"Enrolment in primary education, male (number)",UIS.E.1.M,4705
Seychelles,SYC,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1388
Seychelles,SYC,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1535
Seychelles,SYC,"Population, male",SP.POP.TOTL.MA.IN,50000
Seychelles,SYC,"Population, female",SP.POP.TOTL.FE.IN,47000
Sierra Leone,SLE,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,226159
Sierra Leone,SLE,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,225526
Sierra Leone,SLE,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,896191
Sierra Leone,SLE,"Enrolment in primary education, male (number)",UIS.E.1.M,874177
Sierra Leone,SLE,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,94187
Sierra Leone,SLE,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,85034
Sierra Leone,SLE,"Population, male",SP.POP.TOTL.MA.IN,3898000
